"Keyword","Link","Tweet","Insecure","Reason","NumberCharacters","NumberCapitalChars","PercentCapitalChars","NumberExclamation"
"Join Us","https://t.co/GmJdT3QYdI","b""On Tues Mar 29th, I'm celebrating the Canadian release of my novel, #TheCircusTrain! I'll be in conversation with\xe2\x80\xa6 https://t.co/GmJdT3QYdI""",FALSE,.,152,15,9.86842105263158,1
"Join Us","https://t.co/iR3GwMr0V7","b'Participants in #MarchtotheFuture are living their commitment to supporting teachers of color by adding their voice\xe2\x80\xa6 https://t.co/iR3GwMr0V7'",FALSE,.,154,7,4.54545454545455,0
"Join Us","https://t.co/8SXQN6Zjmd","b'At their upcoming shareholder meetings, Wall Street banks &amp; Insurance companies have a big decision to make: Will t\xe2\x80\xa6 https://t.co/8SXQN6Zjmd'",FALSE,.,158,10,6.32911392405063,0
"Join Us","https://t.co/oyOX8BqN7A","b'How can you support families with clubfoot bracing? What is the evidence around effective bracing? \nHow do clubfoot\xe2\x80\xa6 https://t.co/oyOX8BqN7A'",FALSE,.,155,8,5.16129032258065,0
"Join Us","https://t.co/OdI8edgO8f","b'Our first DevSec For Startups virtual meetup is happening this Tuesday! We really hope you can join us for some gre\xe2\x80\xa6 https://t.co/OdI8edgO8f'",FALSE,.,154,10,6.49350649350649,1
"Join Us","https://t.co/GJvYmiOmIz","b'Hello Asia Pacific people, join us for the 1sr webinar of APYGN ( Asia Pacific young greens network ) in this year.\xe2\x80\xa6 https://t.co/GJvYmiOmIz'",FALSE,.,154,15,9.74025974025974,0
"Join Us","https://t.co/7P8UJwrJMb","b'@MariahCarey Join us here \nhttps://t.co/ZxtTkcHSnT https://t.co/7P8UJwrJMb'",TRUE,"Potential Threat",78,13,16.6666666666667,0
"Join Us","https://t.co/FGBZFbFtb7","b'If you are just starting your #66DaysOfData or #100DaysOfCode journey, please join us on April 19 as we cover all p\xe2\x80\xa6 https://t.co/FGBZFbFtb7'",FALSE,.,154,14,9.09090909090909,0
"Join Us","https://t.co/Fn3b9VD7TY","b""We cant wait for this Tuesday's Black Muslim Revolutions lecture by @DrSuad and Dr. Rasul Miller \n\nHave you RSVP'd\xe2\x80\xa6 https://t.co/Fn3b9VD7TY""",FALSE,.,155,20,12.9032258064516,0
"Join Us","https://t.co/m2eX0Zeapn","b'Join us tonight for a Virtual Voting Happy Hour. Enjoy music, your favorite beverage, and vote for Wilberforce from\xe2\x80\xa6 https://t.co/m2eX0Zeapn'",TRUE,"Potential Threat",154,9,5.84415584415584,0
"Join Us","https://t.co/hFYuoMBtNx","b'Join us on zoom tomorrow evening for a presentation on intimate partner violence created by @ItsOnUs in collaborati\xe2\x80\xa6 https://t.co/hFYuoMBtNx'",TRUE,"Potential Threat",154,9,5.84415584415584,0
"Join Us","https://t.co/9AWXRB11Zz","b'\xf0\x9f\x93\xa3  AZDHS is hosting a town hall on March 29 @ 6:30pm! #SaveTheDate\n\nJoin us to ask questions + learn more about COV\xe2\x80\xa6 https://t.co/9AWXRB11Zz'",FALSE,.,171,19,11.1111111111111,1
"Join Us","https://t.co/q9lVcjtsaW","b'THIS WEEK! Join us for a session with Holocaust survivor George Elbaum who will share his story of escaping the War\xe2\x80\xa6 https://t.co/q9lVcjtsaW'",FALSE,.,154,15,9.74025974025974,1
"Join Us","https://t.co/LFDEVdQ61F","b""Can't attend in person?\nJoin us online at 5:30pm\nhttps://t.co/LFDEVdQ61F""",TRUE,"Potential Threat",77,9,11.6883116883117,0
"Join Us","https://t.co/s4KtVh8OtK","b""Please join us TODAY. I'm honored to be reading with a great roster of authors. \nRegister for the Free Reading on S\xe2\x80\xa6 https://t.co/s4KtVh8OtK""",FALSE,.,155,15,9.67741935483871,0
"Join Us","https://t.co/SJhKZpsWcr","b'Tenant Resource Fair \xf0\x9f\x96\xa5\xef\xb8\x8f\xf0\x9f\x8f\xa1 THIS THURSDAY 3/31 at 6pm!\n\nJoin us on Zoom or on the phone:\nhttps://t.co/sy23azT7pq\nMeeti\xe2\x80\xa6 https://t.co/SJhKZpsWcr'",TRUE,"Potential Threat",199,24,12.0603015075377,1
"Join Us","https://t.co/MXmWD832BJ","b""Join us May 5th for a live interview with country music's most successful producer, Scott Hendricks! Hear about how\xe2\x80\xa6 https://t.co/MXmWD832BJ""",FALSE,.,154,11,7.14285714285714,1
"Join Us","https://t.co/XGudjVpPrT","b'On #WorldHealthDay join us and friends from @oneyourbkc &amp; #OneYouWestminster for a virtual webinar \n\nDiscussions wi\xe2\x80\xa6 https://t.co/XGudjVpPrT'",TRUE,"Potential Threat",160,13,8.125,0
"Join Us","https://t.co/LWMGrPPxrw","b""Join us 4/5 at 8:30 a.m. for Coffee &amp; Conversations with BBB! In April, we will discuss the release of BBB's Scam T\xe2\x80\xa6 https://t.co/LWMGrPPxrw""",TRUE,"Phishing Scam",158,19,12.0253164556962,1
"Join Us","https://t.co/tTnixuZ1e9","b'Join us this Tuesday for a webinar with Andreas Schleicher of the OECD and Harold Hislop, Chief Inspector. How can\xe2\x80\xa6 https://t.co/tTnixuZ1e9'",FALSE,.,153,15,9.80392156862745,0
"Join Us","https://t.co/IDOGhBMWIl",.,FALSE,.,.,.,.,.
"Join Us","https://t.co/7YJLbupB9N","b'samhsagov: \xf0\x9f\x93\x85 MARK YOUR CALENDARS: Join us for a virtual 2-day webinar series to provide information about service,\xe2\x80\xa6 https://t.co/7YJLbupB9N'",TRUE,"Phishing Scam",168,23,13.6904761904762,0
"Join Us","https://t.co/XK7Rif9oD8","b'Join us to learn on what next steps to take to make this spring semester effective and efficient as your campus pre\xe2\x80\xa6 https://t.co/XK7Rif9oD8'",TRUE,"Phishing Scam",154,5,3.24675324675325,0
"Join Us","https://t.co/7X1OdDBheT","b'Join us for an evening of hope as we listen to the movement of the Spirit in our hearts &amp; community On 3/28 we gath\xe2\x80\xa6 https://t.co/7X1OdDBheT'",FALSE,.,158,8,5.06329113924051,0
"Join Us","https://t.co/dtocAVaq1K","b'BELOVED GOES TO THE OSCARS \xe2\x80\xa2 Click to join at 10 AM PT this morning: https://t.co/V741DfgPNE\nJoin us virtually for\xe2\x80\xa6 https://t.co/dtocAVaq1K'",TRUE,"Potential Threat",165,36,21.8181818181818,0
"Join Us","https://t.co/PAPGYOXGRU","b'Join Us for the Daughters of Destiny Prayer Fellowship next Sunday\nhttps://t.co/tFJyfGq7Jn https://t.co/PAPGYOXGRU'",TRUE,"Potential Threat",118,21,17.7966101694915,0
"Join Us","https://t.co/qOPMK2jRsQ","b'Hawkins Street School would like to invite you to join and see our artists participate in the Teen Arts Annual \xe2\x80\x9cOur\xe2\x80\xa6 https://t.co/qOPMK2jRsQ'",TRUE,"Potential Threat",165,13,7.87878787878788,0
"Join Us","https://t.co/n3pqJinldR","b'Inviting you to join a conversation between Francis Fukuyama and @amichaimagen about how liberalism shaped the mode\xe2\x80\xa6 https://t.co/n3pqJinldR'",TRUE,"Potential Threat",154,5,3.24675324675325,0
"Join Us","https://t.co/GefpTQhzfD","b'Join us on Facebook : \xf0\x9f\x91\x89https://t.co/EPzWdLtIpc\n\nZoom : \xf0\x9f\x91\x89 https://t.co/GefpTQhzfD'",TRUE,"Potential Threat",115,12,10.4347826086957,0
"Join Us","https://t.co/HOXNgCbTGw","b'Good evening, Church Family.\n\nWe invite you to join us for a Physical Revival Service that\xe2\x80\x99s starting in a few minu\xe2\x80\xa6 https://t.co/HOXNgCbTGw'",TRUE,"Potential Threat",167,14,8.38323353293413,0
"Join Us","https://t.co/g8eig46W8t","b'samhsagov: \xf0\x9f\x93\x85 MARK YOUR CALENDARS: Join us for a virtual 2-day webinar series to provide information about service,\xe2\x80\xa6 https://t.co/g8eig46W8t'",TRUE,"Phishing Scam",168,19,11.3095238095238,0
"Join Us","https://t.co/CFX7NGKfWV","b'#TeamSOSAZ is out in full force across the state, collecting signatures to qualify pro-public education candidates\xe2\x80\xa6 https://t.co/CFX7NGKfWV'",TRUE,"Phishing Scam",153,14,9.15032679738562,0
"Join Us","https://t.co/8RjwX5cMI1","b'VIP CONFAB ON DIGITAL ASSET:\nShowing you how to buy from the  Floor to the Moon.\n\nJoin us and find out how to turn\xe2\x80\xa6 https://t.co/8RjwX5cMI1'",TRUE,"Potential Threat",156,31,19.8717948717949,0
"Join Us","https://t.co/ZgObBMmJCW","b'Have you signed up yet for our special book club with author Libby Carty McNamee?  She\xe2\x80\x99ll join us to discuss \xe2\x80\x9cSusan\xe2\x80\xa6 https://t.co/ZgObBMmJCW'",TRUE,"Potential Threat",176,14,7.95454545454545,0
"Join Us","https://t.co/bnhfaW4e9B","b'It is Time!\n\n The Dawn KoD series( Know our Deen).\n\nJoin us now! 4:30 via Zoom as Bro. Yesir Isiaka discuss on *""in\xe2\x80\xa6 https://t.co/bnhfaW4e9B'",TRUE,"Potential Threat",158,15,9.49367088607595,2
"Join Us","https://t.co/t0Gkr56JST","b'Join us -\nFor church \n\nAnchored \xe2\x9a\x93\xef\xb8\x8f In Hope - is inviting you to a scheduled Zoom meeting.\nSunday gathering \nTime:\xe2\x80\xa6 https://t.co/t0Gkr56JST'",TRUE,"Potential Threat",179,12,6.70391061452514,0
"Join Us","https://t.co/n8jRjdOBRs","b""It's time\n\nJoin us on Zoom via\n\nhttps://t.co/uhuN4x7eEk https://t.co/n8jRjdOBRs""",TRUE,"Potential Threat",86,9,10.4651162790698,0
"Join Us","https://t.co/jSvjpP8rtR","b'Join us May 3rd at 8pm EST to hear from LGBTQ+ athletes and clinicians share their experiences!\xe2\x80\xa6 https://t.co/jSvjpP8rtR'",FALSE,.,134,13,9.70149253731343,1
"Join Us","https://t.co/khkXkXxvIe","b'\xf0\x9f\x93\x85 MARK YOUR CALENDARS: Join us for a virtual 2-day webinar series to provide information about service, loan repaym\xe2\x80\xa6 https://t.co/khkXkXxvIe'",TRUE,"Phishing Scam",169,21,12.4260355029586,0
"Join Us","https://t.co/l0agGtTabU","b'Join us today by 6PM WATfor an engaging talk with Opeyemi Idowu (Financial Coach and Mentor), Possibilities of Fina\xe2\x80\xa6 https://t.co/l0agGtTabU'",TRUE,"Potential Threat",154,16,10.3896103896104,0
"Join Us","https://t.co/dAzbLRhI4N","b""Whether you're thinking about COVID, the war in Ukraine, Florida\xe2\x80\x99s \xe2\x80\x9cStop WOKE Act\xe2\x80\x9d and \xe2\x80\x9cDon\xe2\x80\x99t Say Gay\xe2\x80\x9d Bill, or you\xe2\x80\xa6 https://t.co/dAzbLRhI4N""",TRUE,"Phishing Scam",220,23,10.4545454545455,0
"Join Us","https://t.co/Fi3AszRYMe","b'Hey all! Wondering what careers are available in Aviation. Join us on Tuesday, March 29th at 7:30pm for our careers\xe2\x80\xa6 https://t.co/Fi3AszRYMe'",TRUE,"Potential Threat",154,11,7.14285714285714,1
"Join Us","https://t.co/8iBjgLSBhz","b""Women in office: Join us on Tuesday for a FREE virtual call with @NRFnews! We'll discuss how to support small busin\xe2\x80\xa6 https://t.co/8iBjgLSBhz""",TRUE,"Phishing Scam",154,15,9.74025974025974,1
"Join Us","https://t.co/L1ELU7y5cy","b'Need to talk? Our amazing school leader, Dr. Townsend, will host Coffee and Conversation on the first Friday of the\xe2\x80\xa6 https://t.co/L1ELU7y5cy'",TRUE,"Potential Threat",154,11,7.14285714285714,0
"Join Us","https://t.co/GD4atnBtR9","b'Join us on April 6 at 11 am ET for a webinar on removing liability barriers to Good Samaritan efforts to clean up a\xe2\x80\xa6 https://t.co/GD4atnBtR9'",FALSE,.,154,10,6.49350649350649,0
"Join Us","https://t.co/kKk2aDcYRL","b'Last call for Nature Nights! \nJoin us this Wednesday and learn from Dr. Matt Shinderman, @OSUcascades about America\xe2\x80\xa6 https://t.co/kKk2aDcYRL'",TRUE,"Phishing Scam",155,17,10.9677419354839,1
"Join Us","https://t.co/u55YQXWUwm","b'Join us  on zoom on Thurs April 14 as we bring together experts and dive deep into issues that impact aging LGBTQ p\xe2\x80\xa6 https://t.co/u55YQXWUwm'",TRUE,"Phishing Scam",154,13,8.44155844155844,0
"Join Us","https://t.co/br9NJF1dgA","b'Join us  on zoom on Thurs April 14 as we bring together experts and dive deep into issues that impact aging LGBTQ p\xe2\x80\xa6 https://t.co/br9NJF1dgA'",TRUE,"Phishing Scam",154,12,7.79220779220779,0
"Join Us","https://t.co/HtyCNibA1L","b""Join us this Thursday, March 31st at noon EST for a free garden chat on 'Immigrant Gardens and Their Impact on The\xe2\x80\xa6 https://t.co/HtyCNibA1L""",FALSE,.,153,16,10.4575163398693,0
"Join Us","https://t.co/iswIbijimP","b'Join us today in-person or via Zoom at 10:15 AM MST. #ShadowRockUCC\n\nZoom Link: https://t.co/gQycqtBRRX https://t.co/iswIbijimP'",TRUE,"Potential Threat",132,21,15.9090909090909,0
"Join Us","https://t.co/1PSrVPRBBCf","b'Looking forward to ""Serving Others"" at Resilient #entrepreneurs . Why not join us for this fun, interactive\xe2\x80\xa6 https://t.co/1PSrVPRBBC'",FALSE,.,146,13,8.9041095890411,0
"Join Us","https://t.co/30lSxpZKBp","b'3,130 STUDENTS FROM TUR MOGHALU FISHFORLIFE BOOTCAMP GRADUATE! Join us today @4pm as over 3,100 1st batch of studen\xe2\x80\xa6 https://t.co/30lSxpZKBp'",FALSE,.,154,54,35.0649350649351,1
"Join Us","https://t.co/g6DFvwWQi4","b'3,130 STUDENTS FROM TUR MOGHALU FISHFORLIFE BOOTCAMP GRADUATE! Join us today @4pm Lagos as over 3,100 first batch o\xe2\x80\xa6 https://t.co/g6DFvwWQi4'",FALSE,.,154,55,35.7142857142857,1
"Join Us","https://t.co/3Fn98dUWM8","b'Dear #women #ladies #youngadultwomen Join us for an empowering and educational session on Zoom details provided bel\xe2\x80\xa6 https://t.co/3Fn98dUWM8'",TRUE,"Potential Threat",154,7,4.54545454545455,0
"Join Us","https://t.co/tBPjYMf9Tl","b'Join us for this important conversation Tuesday night at 7pm with @ccsdpd @cceanv @marieneisess @TamekaHenryNV\xe2\x80\xa6 https://t.co/tBPjYMf9Tl'",FALSE,.,149,11,7.38255033557047,0
"Join Us","https://t.co/WZDZOxcG8R","b'Mark your calendars! Join us on your lunch break this Wednesday for the next installment in the Bioculture Webinar\xe2\x80\xa6 https://t.co/WZDZOxcG8R'",FALSE,.,153,12,7.84313725490196,1
"Join Us","https://t.co/zzJ7bSwAjq","b'Please join us for the upcoming Ludics Seminar, Mahindra Humanities Center, Harvard University, featuring\nROBERT M.\xe2\x80\xa6 https://t.co/zzJ7bSwAjq'",TRUE,"Potential Threat",155,18,11.6129032258065,0
"Join Us","https://t.co/rATW2Sxsmt","b'Join us today @4pm Lagos as over 3,100 first batch of students from the monthly \xe2\x80\x98Moghalu Fish For Life Empowerment\xe2\x80\xa6 https://t.co/rATW2Sxsmt'",TRUE,"Potential Threat",164,11,6.70731707317073,0
"Join Us","https://t.co/2q32v7swTr","b'Join us at 3:00pm today  for a scheduled Zoom meeting under the topic: \n""Leadership is a cause; Everything  else is\xe2\x80\xa6 https://t.co/2q32v7swTr'",TRUE,"Potential Threat",155,5,3.2258064516129,0
"Join Us","https://t.co/cQA06OwtWU","b'Join us on  Sunday mornings at 10:00 a.m. for our community gathering for experiential practices and discussion. Re\xe2\x80\xa6 https://t.co/cQA06OwtWU'",FALSE,.,154,8,5.19480519480519,0
"Join Us","https://t.co/KYepEg7dLc","b'Join us on Tuesday, April 12th at 7:30 PM EST for a Massachusetts ADCES Roundtable"".\n\nJoin Zoom Meeting\xe2\x80\xa6 https://t.co/KYepEg7dLc'",TRUE,"Potential Threat",144,22,15.2777777777778,0
"Join Us","https://t.co/9VZLNiUULr","b'Join us at 5 pm later this afternoon (Sunday) where we are doing a sneak preview of the app being used for the Dist\xe2\x80\xa6 https://t.co/9VZLNiUULr'",FALSE,.,154,10,6.49350649350649,0
"Join Us","https://t.co/s9sFBX6c2V","b""Yes, it's Spring and every Sunday, we have our community gathering at 10:00 a.m. Join us.\nRegister here:\xe2\x80\xa6 https://t.co/s9sFBX6c2V""",FALSE,.,144,9,6.25,0
"Join Us","https://t.co/c4ZLN7RH8E","b'SAVE THE DATE!!! \n\nJoin us as we give you some nuggets on how to start your plan to homeownership!!! \n\n#NJHomegirls\xe2\x80\xa6 https://t.co/c4ZLN7RH8E'",TRUE,"Phishing Scam",158,21,13.2911392405063,6
"Join Us","https://t.co/xUH8ZduYsB","b'SAVE THE DATE!!! \n\nJoin us as we give you some nuggets on how to start your plan to homeownership!!! \n\n#NJHomegirls\xe2\x80\xa6 https://t.co/xUH8ZduYsB'",TRUE,"Phishing Scam",158,20,12.6582278481013,6
"Join Us","https://t.co/k09avp3LGE","b'Less than 2 hours to the first edition of The Dawn KoD series( Know our Deen).\n\nJoin us by 4:30 pm on Zoom as Bro.\xe2\x80\xa6 https://t.co/k09avp3LGE'",TRUE,"Potential Threat",155,13,8.38709677419355,0
"Join Us","https://t.co/DkrbwLom31","b""Join us via Zoom for a virtual Open House for the Lay Formation Programs of Saint John's Seminary.\nDuring this Open\xe2\x80\xa6 https://t.co/DkrbwLom31""",TRUE,"Phishing Scam",155,14,9.03225806451613,0
"Join Us","https://t.co/H6yqFsulad","b'Youth around the world : Join us on March 30 at 6 pm EDT to help support #refugees and #ForciblyDisplacedYouth to a\xe2\x80\xa6 https://t.co/H6yqFsulad'",FALSE,.,154,11,7.14285714285714,0
"Join Us","https://t.co/Zeo10NJ9wz","b'Join us for worship this morning at 10:00. Pastor Brenda is preaching on \xe2\x80\x9cThe Problem Is Bigger Than You.\xe2\x80\x9d\n\nYou can\xe2\x80\xa6 https://t.co/Zeo10NJ9wz'",FALSE,.,178,13,7.30337078651685,0
"Join Us","https://t.co/SJUdf30k36","b'Looking forward to Mobility &amp; Economic Development Panel on 3/31! The in person event is SOLD OUT but you can still\xe2\x80\xa6 https://t.co/SJUdf30k36'",FALSE,.,158,16,10.126582278481,1
"Join Us","https://t.co/JWjTgLfi7Y","b'Join us for *Ekadasi Special Japa Tomorrow, Monday 28th March !!!* , _from 6am to 8am._ \n\nZOOM ID:\xe2\x80\xa6 https://t.co/JWjTgLfi7Y'",TRUE,"Potential Threat",139,18,12.9496402877698,3
"Join Us","https://t.co/fk7Jp6ZSpq","b'Tonight at 7pm! Join us in learning about the experiences of LGBTQ+ refugees: https://t.co/6LL3Smdjj0 https://t.co/fk7Jp6ZSpq'",FALSE,.,128,13,10.15625,1
"Join Us","https://t.co/OgWZHYir2t","b'How is our food grown, how can we reverse the decimation of nature, and who owns our land? Join us to talk CLIMATE\xe2\x80\xa6 https://t.co/OgWZHYir2t'",FALSE,.,153,14,9.15032679738562,0
"Join Us","https://t.co/fIre2szGCI","b'African higher education has recorded few women in managerial/ leadership positions, how do we #breakthebias? Join\xe2\x80\xa6 https://t.co/fIre2szGCI'",FALSE,.,153,6,3.92156862745098,0
"Join Us","https://t.co/JPHxUZZnAv","b'We are hosting our latest Zoom #prayer meeting tomorrow at 8pm. Join us as we continue to pray for #peace in\xe2\x80\xa6 https://t.co/JPHxUZZnAv'",FALSE,.,147,10,6.80272108843537,0
"Join Us","https://t.co/TNKg5jZWbR","b'Join us this Friday (4/1) from 3-4 pm ET for our next GSS Webinar featuring Andrew Anderson of @kstateagecon and\xe2\x80\xa6 https://t.co/TNKg5jZWbR'",FALSE,.,151,16,10.5960264900662,0
"Join Us","https://t.co/AHQZVxPM19","b'Join us March 20th from 10AM-11:30 Am for the free online seminar: The Changing Landscape of Sports Wagering to lea\xe2\x80\xa6 https://t.co/AHQZVxPM19'",FALSE,.,154,17,11.038961038961,0
"Join Us","https://t.co/D0vdfXegeU","b""Let's discuss and learn from each other about professional development. Join us this Tuesday! See you!\n\nRegister he\xe2\x80\xa6 https://t.co/D0vdfXegeU""",FALSE,.,156,8,5.12820512820513,2
"Join Us","https://t.co/1D0n67SVbR","b""Join us this evening for March's Edition of our WordUp Service. We'll explore the word of God in a relaxed, convers\xe2\x80\xa6 https://t.co/1D0n67SVbR""",TRUE,"Potential Threat",154,12,7.79220779220779,0
"Join Us","https://t.co/HxZ5YbeGbz","b""Please join us TODAY. I'm honored to be reading with a great roster of authors. \nRegister for the Free Reading on S\xe2\x80\xa6 https://t.co/HxZ5YbeGbz""",FALSE,.,155,15,9.67741935483871,0
"Join Us","https://t.co/6LaM8F2BxH","b'Please join us now.\n\nZoom link: https://t.co/9W8EQ47LAw\nPassword: 605135\n#SangamTalks #AncientIndianWisdom #Science https://t.co/6LaM8F2BxH'",TRUE,"Potential Threat",146,19,13.013698630137,0
"Join Us","https://t.co/X3Y1dI8biS","b'Join us on Mar 28 for a virtual discussion on @EFE_Global  report on COVID-19 and Youth Employment in Jordan and Pa\xe2\x80\xa6 https://t.co/X3Y1dI8biS'",FALSE,.,154,19,12.3376623376623,0
"Join Us","https://t.co/vrcAIcZ3IT","b'Join us on April 4th at 4 PM (EST) in our series of free webinars for Canadian environmental nonprofits. \nOur guest\xe2\x80\xa6 https://t.co/vrcAIcZ3IT'",TRUE,"Phishing Scam",155,14,9.03225806451613,0
"Join Us","https://t.co/LVbPW06ltL","b'Join us THIS EVENING &amp; Every Monday on ZOOM - Topic: MONDAY BIBLE STUDY - Date; EVERY MONDAY - Time: 7pm \xe2\x80\x93 9pm UK T\xe2\x80\xa6 https://t.co/LVbPW06ltL'",TRUE,"Potential Threat",169,56,33.1360946745562,0
"Join Us","https://t.co/moIb7cGfjI","b'Join us THIS EVENING &amp; Every Monday on ZOOM - Topic: MONDAY BIBLE STUDY - Date; EVERY MONDAY - Time: 7pm \xe2\x80\x93 9pm UK T\xe2\x80\xa6 https://t.co/moIb7cGfjI'",TRUE,"Potential Threat",169,54,31.9526627218935,0
"Join Us","https://t.co/2MFZ2DR3NY","b""please don't forget to join us. \njust anxious you get your chance and invitation\n\n https://t.co/2MFZ2DR3NY""",FALSE,.,112,7,6.25,0
"Join Us","https://t.co/wHAmYE9qDN","b'Beam Community Call!\n\n\xf0\x9f\x97\x93\xef\xb8\x8f 28th of March\n\xf0\x9f\x95\x92 3 PM UTC\n\xf0\x9f\x93\x8dhttps://t.co/0eI81TSboH\n\nJoin us as we discuss the latest update\xe2\x80\xa6 https://t.co/wHAmYE9qDN'",TRUE,"Potential Threat",216,20,9.25925925925926,1
"Join Us","https://t.co/hzMGDekdkJ","b'Come &amp; Receive! Join us THIS SUNDAY, March 27 @ 1:30 p.m. for our weekly Virtual Sunday Worship Celebration! Ft.\xe2\x80\xa6 https://t.co/hzMGDekdkJ'",FALSE,.,155,23,14.8387096774194,2
"Join Us","https://t.co/V4YJJ1FTOj","b'Dear fellow students ,\non monday the AStA-Meeting will take place online from 4:30 p.m. via Zoom.\nFeel free to join\xe2\x80\xa6 https://t.co/V4YJJ1FTOj'",TRUE,"Potential Threat",156,14,8.97435897435897,0
"Join Us","https://t.co/w5KyHljqHI","b'The SP Serves Publishing Virtual Book Expo is today at 5 PM EST. FIRST TIME EVER BOOK EXPO! HISTORY IN THE MAKING!\xe2\x80\xa6 https://t.co/w5KyHljqHI'",FALSE,.,153,56,36.6013071895425,2
"Join Us","https://t.co/p8Kt3QHi75","b'Join us for the 2022 Virtual Hour of Power with Music, today at 4:00 PM, as we uplift the name of the Lord.\xc2\xa0The The\xe2\x80\xa6 https://t.co/p8Kt3QHi75'",FALSE,.,161,13,8.07453416149068,0
"Join Us","https://t.co/9dPUYTtgfw","b'Join us tomorrow in ""Challenges that Face Microfinance Institutions"" workshop, which is a part of #ICCIA\'s workshop\xe2\x80\xa6 https://t.co/9dPUYTtgfw'",FALSE,.,155,14,9.03225806451613,0
"Join Us","https://t.co/wE0y97bVxz","b'WEDNESDAY | March 30, 2022 - 12:00 - 1:00 PM (UAE)\n\nJoin us for a conversation with Mr. @alyabousabaa, @CGIAR Regio\xe2\x80\xa6 https://t.co/wE0y97bVxz'",FALSE,.,156,25,16.025641025641,0
"Join Us","https://t.co/cVDmXo4Aqb","b'Join us for Sunday Service onsite &amp; online at 10AM ET as we continue with \xe2\x80\x9cWhere art thou in your marriage\xe2\x80\x9d. \n\nThe\xe2\x80\xa6 https://t.co/cVDmXo4Aqb'",TRUE,"Potential Threat",181,13,7.18232044198895,0
"Join Us","https://t.co/1LbuBaJq8M","b'#StopWW3 ""We [Ahmadis] are the people who desire peace in the world."" - Caliph of Messiah\n\nPlease join us today at\xe2\x80\xa6 https://t.co/1LbuBaJq8M'",TRUE,"Potential Threat",155,12,7.74193548387097,0
"Join Us","https://t.co/ZqZ5YGgKhD","b'Will the new Political Parties Amendment Act 2022 assure a free, fair, and peaceful nomination process for all? \n\nJ\xe2\x80\xa6 https://t.co/ZqZ5YGgKhD'",FALSE,.,156,12,7.69230769230769,0
